문장,긍정 확률,star,result
진짜 사람들이 그냥하는말아니고 그냥 영화관가서는 보지마세요 진심정말진짜 진심으로하는말이에요 극장가서 볼 정도는 절대 아님 넷플릭스 무도실무관이랑 내용이나 연출이 비슷한데차에 계란던지는 등 베테랑보고 무도실무관보니까 진짜 더더더더 화가나더라구요 무도실무관처럼 스토리있고 개연성있고 배우들 연기잘하는 영화가 개봉했어야하는데 추석에 어떻게 이런영화가 독점하고 개봉했을까 그냥 짱짱한 배우들 나오고 베테랑 버프받고 추석연휴 버프받아서 당연히 사람들이 봐주고 천만넘을거라고 생각한 오만하고 자만하는게 느껴져서 더욱 불쾌했습니다 나중에  뜨면 보세요 그정도로 충분한 영화입니다 명탐정 코난 극장판이 배 개연성있고 배 재밌습니다 정말 이해안되는부분이 너무많아서 감독한테 물어보고싶을정도에요 쿠키영상보면 베테랑도 개봉한다는거같은데 정말 실망이고 다신 보지않을것같습니다 대체 어느정도길래싶은 분들이나 정해인 팬분들은 극장 가서 보세요 ,0.47458115220069885,1,0.0
적당한 재미요소 살짝 내용은 아쉽지만 연출이 좋아요 ,0.9924744963645935,8,8.0
전체적으로 봤을때는 그렇게 나쁘지 않은것 같으면서도 뜬끔없는 내용이 나오기도 하더군요을 생각하면 안되고 그냥 개별영화였다고 생각하고 보면 볼만한것같습니다그럭저럭 괜찮은 영화였다고 보시면 되겠습니다 다만 결말이 상당히 마음에 들지 않습니다 ,0.36063429713249207,6,2.0
연기는 잘한다 어디서 많이 본것같은 스토리이다 추석이라서 봤다 ,0.1647370457649231,6,1.0
정해인의 재발견 끝 이하 생략 ,0.01920803263783455,7,0.0
비질란테 극장판이라고들 하는데 나는 좀 다르게 생각함 비질란테는 인물이 범죄에 대한 증오와 사법체계에 대한 환멸로 인해 괴물이 되는 내용이지만 베테랑에서 정해인은 그런 인물이 아님 영화 후반부에서 자기는 자신을 해치라고 말한 적이 없다고 여러번 언급했고 해치라는 정의구현을 하는 인물은 없는 인물임을 강조함 별다른 잘못 없는 사람도 죽이는 데에 아무런 스스럼없음이 느껴지는 걸 보면 박선우는 정의구현을 하기 위한 것이 아니라 자신의 즐거움을 위해서 범죄를 저지르는 전형적인 싸패임 베테랑  전체적으로 실망이었지만 자꾸 비질란테같다는 의견이 있어서 남겨봄 ,0.6362780928611755,8,5.0
평이 안좋아서 기대 안하고 봤는데 나름 재밌게잘 봤어요 베테랑에 비해 스토리가 조금 아쉽긴 합니다 ,0.9921125173568726,8,8.0
킬링타임으로는 좋지만 막 추천할 정도는 아님 ,0.12730592489242554,7,1.0
별도 아깝다 에휴 추석 빨  원작 빨  황정민 빨 어이가없네 ,0.039840418845415115,1,0.0
개 재밌는데 다들 재미없다하네 ,0.6337421536445618,10,6.0
재밌었어요  베테랑도 나오게 된다면 볼 거 같아요 ,0.9922093152999878,10,10.0
사회적으로 문제가 되고 있는 사적제재에 대해 생각해 볼 수 있어 좋았고 정해인 배우의 착한 마스크에서 나오는 악역은 언제나 소름끼치게 좋습니다 다만 도입부 인트로는 너무 화려하고 뒷부분과 연결성이 없어 좀 아쉬웠습니다 ,0.9895064234733582,9,9.0
괜찮았어요 재빗게봤어요 ,0.9922741055488586,10,10.0
현실감에 높은점수를 줌 어떻게 찍었지 하는 장면이 매우 많음 ,0.8419734239578247,10,8.0
재밌다는사람은 대이상이거나  별로 안접해본 사람이거나 아니면 알바인가 ,0.06997351348400116,1,0.0
평점이 안좋아서 기대안하고 봤는데가족모두 넘재밌게 봤어요 ,0.9919230341911316,10,10.0
킬링타임용 재밌게 봄 킬링타임용 재밌게 봄 ,0.9924501180648804,10,10.0
난 재밌었다 정해인 다시 봄 ,0.9918481111526489,10,10.0
편이 낫네요  ,0.5720382332801819,6,3.0
액션이 멋지게 나왔네요 ,0.9924418926239014,10,10.0
스토리도 없고 그냥 효과 음향만 주구장창 크고 그냥 안보현 피지컬과 얼굴만 기억남 ,0.007601321674883366,4,0.0
인트로 도박단 도망씬에서힘내라 박수치는 걸 보고 미리 깨달았다조졌다는걸 ,0.20794154703617096,1,0.0
댓글평 왜이러지너무 재밌던데 액션 씬 굿 ,0.991923987865448,10,10.0
재미있습니다 정해인 팬 됐어요 ,0.9924290776252747,10,10.0
쓰리까지 끌고가기엔 좀 ,0.019481008872389793,2,0.0
이 사람이 빌런이겠구나 했는데 정말 별다른 반전이 없다는 게 가장 아쉬웠습니다 배우님들의 연기는 정말 좋았어요 ,0.09650874137878418,6,1.0
오락 영화로는 오케이 다만 류승완 감독님이 영화 제목 값을 못한듯 ,0.4527118504047394,4,2.0
졸작그자체 돈아까워요 ,0.007017255760729313,1,0.0
비질란테가 참 재밋는 드라마구나 ,0.6526405215263367,6,4.0
필요한 것만 부풀어진 과대한 욕심을 보여주다 ,0.011546595953404903,4,0.0
정해인의 재발견 액션연기도 감정연기도 너무 잘해서 감탄함 ,0.9917848110198975,8,8.0
끝나고 남는건 정해인의 얼굴 뿐 ,0.05769484490156174,1,0.0
영화 재밌게 잘 봤어요 관람평이 낮아 살짝 걱정했는데 재밌게 봤습니다 ,0.9918510317802429,10,10.0
나는 재밌던데 같이 보러간 사람도 재밌다하고 왜 재미없다고 하는지 이해가 안됩니다 정해인처럼 착하게 생긴 사람이 사이코처럼 나오니 더 재밌었고 류승완 감독의 액션은 보는 내가 아프게 느껴지는 액션이 포인트인거같습니다 주변 지형을 이용한다던가 사물을 이용한다던가 격투신 보는데 으악 아프겠다 그런 생각 들어요 저는 충분히 재밌었어요 ,0.9922853708267212,10,10.0
기대치가 있어서 그렇지오락영화로 지루하진 않아요 ,0.6358397603034973,7,4.0
올해 국내영화 중에 상위급이고범죄도시보다 재밌음근데 평점 왜케 낫지배테랑보고 본사람으로서 의 유머 코드도 찰떡이였고 액션 연기 다 점임 ,0.9923192858695984,10,10.0
처음에 관람평이 너무 별로라 고민했던 영화다기대를 너무 안했는지 영화에 긴장감도 있고 시간이 잘 갔던 영화다물론 어린 가족구성원이랑 보기에는 잔인함도 있고 후반부 내용이 살짝 안어울리기도 하지만 나쁘지 않게 봤다 ,0.9924135804176331,8,8.0
액션에 집중하느라 스토리가 사라진 것 같아 아쉬움 ,0.08195281028747559,7,1.0
장기를 잘 살린 편 그렇지 못한 편 ,0.36984798312187195,5,2.0
뭘 말하고싶은지도 없고내용도 없고기승전결도 없고반전도 없고어떤 영화인지 모르겠다베테랑 을 보고 너무 재밌어서개봉하자마자 봤는데 너무 실망이다 ,0.0075419251807034016,2,0.0
정해인이랑 라면 빼고 기억나는게 없다 ,0.025285568088293076,5,0.0
전작을 넘기가 이렇게 어렵구나 ,0.0576363131403923,6,0.0
추석에 가족끼리 심야로 봤는데 집에서 쉴 걸 하는 생각이 들었네요 이미 널리고 널린 클리셰들 모아 만든 스토리 부족한 개연성 애매한 액션과 연출특히 배우들 얼굴 클로즈업 될 때마다 주변 블러 처리되는 건 어떤 기법인지 처음 보는데 묘하게 거슬렸습니다 범죄스릴러랑은 안 맞는 느낌무튼 각설하고 편 기대하고 가셨다간 실망만 하고 오실 것 같아요 ,0.00780729204416275,2,0.0
정해인 눈빛이 묘하게 기분나쁘다 라고 느낄정도로 소름끼치게 연기잘함 액션 연기도 좋고 배우님들 연기 좋음 주연배우 제외 각 캐릭터의 매력이 떨어지는건 사실 담으려는 내용이 많은 느낌을 받긴함 그래도 재밌게 잘 봤습니다 ,0.9921190738677979,8,8.0
사실 좀 실망하긴 헸지만 점 점 줄 정도는 아닌거 같은데 다들 야박하다 처음부터 킬링타임용 영화인데 너무 많은걸 바라는듯 하지만 터널씬 앞부분은 너무 지루해서 몸이 베베 꼬였다 터널씬 굳이 그렇게까지 있어보이게 설명하고 애쓸시간에 시원한 액션 한방 더 보여주라 ,0.03307167813181877,7,0.0
베테랑  빨리나왓으면좋겟어요 ,0.7278818488121033,10,7.0
이리 까일 영화는 아닌데 정해인연기굿 ,0.9916786551475525,8,8.0
즐겁게 신나게 볼 수 있는 너무너무 재밌는 영화입니다 정해인배우님 싸한 표정과 눈빛은 오싹오싹 하고 액션도 멋있었어요 이 재밌는 영화에 안 좋은 평이 왜 이리 많은지 모르겠네요 저는 베테랑보다 더 재밌었어요 ,0.9916512370109558,10,10.0
시도는 가상하나 투박함을 감출 길 없네 ,0.028642652556300163,5,0.0
범죄도시보단 재밌음 ,0.8761678338050842,6,5.0
개존잼입니다 평점이 왜이런지 이해할수가없음 ,0.7789870500564575,10,8.0
왜 이렇게 만들었지 마지막 쿠키까지 완벽한 농락이었다 ,0.031230561435222626,2,0.0
정해인 연기 보는 것만으로도 돈값함 연기를 너무 잘하고 눈빛이 진짜 좋더라 ,0.9924737215042114,10,10.0
정해인의 연기가 빛이 나는 ,0.9811244606971741,5,5.0
왜 평점이 낮을까 보는 인간들 스스로가 찔려서 ,0.8078083395957947,10,8.0
정해인이 잘생겼구요 앗 정혜인이 잘생겻어요 ,0.9568144083023071,10,10.0
박선우 아니 정해인배우님의 안광이 바뀌는걸 보고 정말 소름끼쳤어요진짜 악역을 한다고 핸님이 라는 생각으로 영화를 봤는데 악역도 너무 잘어울리는거있죠회차 관람했는데 매번 새롭게 느껴지네요 ,0.992037296295166,10,10.0
구우웃구우웃구우우웃 ,0.7640904188156128,10,8.0
킬링타임용으로는 괜찮았어요 ,0.8094102740287781,8,6.0
평점이 너무 안좋아서 기대 안하고 봤는데 개인적으로 저는 재밌었습니다 왜 이렇게까지 실망이라는 평가를 남기시는지 솔직히 잘 모르겠네요 시즌보다 분위기가 사뭇 다른 건 맞는데 나름 시즌대로 재밌게 봤습니다 ,0.9409357905387878,9,8.0
오랜만에 극장에서 가족들과 재미있게 관람했습니다저희 가족은 배우들의 연기도 시원한 액션들도 너무 재미있게 보았어요 베테랑 편도 기대할게요 ,0.9916537404060364,10,10.0
악역이 너무 꽃미남임악역은 나름 카리스마있고 임팩트가 있어야 하는데 부족하고 억지성 코믹 설정은 그리 마음에 와닿지가 않았음 ,0.00853713508695364,6,0.0
나만 재밌음 정해인 안보현 얼굴 만 봐도 재밌던디 ,0.9922788143157959,10,10.0
재밌습니다 평점이 낮은 이유가 저는 잘 이해가 안되네요재밌습니다 ,0.9924341440200806,10,10.0
그래도 이정도면 올해 나온 작품 중에는 선방 다만 전작이 비하먼 아쉬움은 있음 극장에 가서 봐도 될 정도이긴 하나 전작과 비교하기 보다는 맘 편히 새로운 작품 본다 생각하면 만족할 수 있는 정도  ,0.9908921718597412,7,7.0
사이다 오락영화를 기대하고 본다면 아쉬울 수 있다생명 존엄성과 현 사회에 대해 생각하게 되는 영화서동철의 표정에 동화되어 웃다 의아하다 착잡하다 안도한다 ,0.9256603121757507,10,9.0
평점 낮아서 기대없이 봤는데생각보다 재미있게 봤어요편 있다고 생각하면 볼만해요 ,0.9921877384185791,9,9.0
액션씬은 너무 신선하고 충격적이라 넉놓고 보았는데 정해인배우님 덕에 끝까지 봤다해도 무방할것같습니다 좀 많이 아쉬웠습니다 현실성 떨어지는 스토리가 아쉬웠어요어색했습니다 ,0.014563938602805138,8,0.0
편은 나오기 힘들듯합니다 ,0.3935568332672119,1,0.0
평점이 낮아 기대없이 보러갔는데 엥 넘재밌쟎아   뭐든 직접보고 판단 하는걸로 ,0.9922716617584229,10,10.0
편에서의 그 통쾌함이 전부 사라진 것 같고 좋았다보다 아쉬웠다가 더 많이 떠오르는 영화 ,0.9615579843521118,6,6.0
역시 베테랑 뭔가 현실적인 액션 재밌게 잘봤고 음악이 취향이었음 악역 하신분 걱정했는데 연기도 액션도 잘해서 놀랐음 ,0.9916564226150513,9,9.0
정해인이 연기를 잘하고 잘생겼다 이것만으로 두번 볼 충분한 이유가 됨 진짜 연기 잘하고 존잘 ,0.9918925762176514,10,10.0
재미있게 잘 봤어요 편이 기대되네요 ,0.9922184944152832,10,10.0
최근 한국 액션 영화 중 단연 최고 ,0.9922918677330017,10,10.0
왜 이영화가 이렇게 평점이 낮은지배우들 연기 연출 뭐하나 트집잡을거 없었습니다 ,0.9426905512809753,8,8.0
난 재밌던데 딱히 기대가 안 높아서 그랬나 ,0.8646506667137146,8,7.0
이런 배우들 가지고 이런 말도 안되는 스토리 영상을 선보이다니 황당하다 이러니 한국 영화가 망한다고 하는 것이다 극장에 왜 관객이 안 가겠는가 황정민이 이런 영화에 출연 하다니 충격이다 ,0.025597622618079185,2,0.0
영화 보고 찝찝함 남는 이 영화 보지마세요 집에서 넷플릭스 무도실무관이 훨씬 재밌고 통퀘합니다 감독이 무슨 생각으로 만들었는지도 모르겠고 베테랑 만드셨던 그 감독님 지금은 어디 가셨나 ,0.02605588175356388,1,0.0
믿고 보는 배우들 역시 연기 너무 좋았고 재밌게 잘 봤습니다 ,0.9914673566818237,10,10.0
영화의 개그 메시지나 액션 다 만족함 역시 류승완은 액션빗속 액션 멋있게 찍었고 계단 액션 내가 다 아픔회식 옆모습이랑 거울 연출이 제일 소름 돋았다몰랐는데 정해인 연기 되게 잘하네첫 씬 동공연기부터 싸패 느낌동공 온통 까만게 딱 영혼없는 싸패 차까지 봄 ,0.9924335479736328,10,10.0
흥행에 감독 이름값 후속작  그리고 개봉시기가 얼마나 중요한지 보여준 영화 이렇게 만들어도 개봉시기 잘 잡으니 흥행하는구나 ,0.051985301077365875,4,0.0
액션 시원하니 재밌어요 ,0.9773486852645874,10,10.0
적당한 오락영화로 괜찮네요 개인적으로 범도 보다 재밌었습니다 ,0.9924523234367371,8,8.0
너뮤 재밋엇습니다 평점 낮아서 기대안햇다가 완전 쟈밋습니다 천만가응해요 ,0.9922881126403809,10,10.0
정말 오랜만에 돈 아까운 영화를 봄  ,0.008141457103192806,2,0.0
아쉬운 네러티브에 산만한 구성 진부한 주제 배우들의 연기가 아까웠음 ,0.007417386397719383,4,0.0
악평이 많아 기대 없이 봤는데 생각보다 재밌었습니다 추석 명절에 킬링타임용으로 괜찮습니다 좀 잔혹한 장면들이 있어 아이들이 보기엔  좀 그렇습니다 ,0.9923009872436523,8,8.0
나만 당할 수 없는데 하 짜증나네 ,0.10041114687919617,4,0.0
정해인 눈동자연기가 미쳤음싸패연기 자주해주길 ,0.34841981530189514,10,3.0
전 재밌게봤어요 너무 저평가 받은듯 ,0.9922285676002502,10,10.0
